image_id,label,color_group,r,g,b,contrast,thickness_nm
mock_06880,Bulk,Yellow,187.1875,165.6172,122.1777,-0.328975,5.035145
mock_06881,Bulk,Yellow,187.4658,165.415,121.1006,-0.294408,4.890171
mock_06882,Monolayer,Light Blue,189.6299,204.9824,237.7354,-0.064326,0.345239
mock_06883,Bulk,Yellow,187.5322,165.5322,120.9873,-0.332364,4.932129
mock_06884,Few Layers,Green,114.0762,169.2002,149.5205,-0.248683,2.152793
mock_06885,Bilayer,Blue,154.5977,179.3281,219.6445,-0.088824,0.587316
mock_06886,Monolayer,Light Blue,189.1807,204.3545,237.1299,-0.038785,0.30287
mock_06887,Bulk,Yellow,187.4141,165.7373,121.7188,-0.321935,4.97268
mock_06888,Trilayer,Purple-Blue,127.8818,147.7441,209.2402,-0.166191,1.028966
mock_06889,Few Layers,Green,114.8271,169.5996,149.4189,-0.222229,2.202907
mock_06890,Trilayer,Purple-Blue,127.5898,147.3301,209.4775,-0.159043,0.865151
mock_06891,Trilayer,Purple-Blue,127.3398,147.3916,209.8477,-0.154333,1.022721
mock_06892,Monolayer,Light Blue,189.7422,204.0049,237.4414,-0.062795,0.286643
mock_06893,Few Layers,Green,114.7275,169.6484,149.5234,-0.218283,2.29497
mock_06894,Monolayer,Light Blue,189.4346,204.4727,237.71,-0.0528,0.256436
mock_06895,Bulk,Yellow,187.5957,165.6406,121.5137,-0.319788,4.850885
mock_06896,Monolayer,Light Blue,189.167,204.7432,237.2617,-0.051538,0.364415
mock_06897,Trilayer,Purple-Blue,127.1992,147.7725,209.8467,-0.15429,0.900094
mock_06898,Bilayer,Blue,154.2666,179.6064,220.1318,-0.098361,0.574702
mock_06899,Trilayer,Purple-Blue,127.7168,147.4414,209.9209,-0.165267,1.026427
mock_06900,Few Layers,Green,114.4443,169.5234,149.4062,-0.234224,2.261087
mock_06901,Bilayer,Blue,154.168,179.3828,220.0059,-0.101346,0.698277
mock_06902,Bilayer,Blue,154.4531,179.8223,219.71,-0.124251,0.604843
mock_06903,Bulk,Yellow,187.6006,165.5928,121.7695,-0.300387,5.034856
mock_06904,Monolayer,Light Blue,189.7041,204.6123,237.6465,-0.09273,0.294008
mock_06905,Monolayer,Light Blue,189.7002,204.9629,237.667,-0.053062,0.352014
mock_06906,Monolayer,Light Blue,189.3838,204.6133,237.4307,-0.071341,0.347943
mock_06907,Monolayer,Light Blue,189.7686,204.5449,237.1445,-0.067289,0.332865
mock_06908,Monolayer,Light Blue,189.293,204.3623,237.6562,-0.052805,0.267175
mock_06909,Trilayer,Purple-Blue,127.4141,147.7451,209.3516,-0.159687,1.029628
mock_06910,Trilayer,Purple-Blue,127.3242,147.6113,209.4834,-0.178395,0.967989
mock_06911,Trilayer,Purple-Blue,127.8623,147.1104,209.5947,-0.152899,0.98729
mock_06912,Bilayer,Blue,154.292,179.2344,219.6582,-0.105394,0.603885
mock_06913,Bilayer,Blue,154.3564,179.3818,219.6602,-0.118683,0.532368
mock_06914,Few Layers,Green,114.2861,169.249,149.4287,-0.251665,2.178662
mock_06915,Monolayer,Light Blue,188.8047,204.8906,237.6045,-0.059917,0.33324
mock_06916,Bulk,Yellow,187.8359,165.7354,121.3262,-0.30675,4.858473
mock_06917,Trilayer,Purple-Blue,127.8291,147.5225,209.6689,-0.190094,0.909648
mock_06918,Bulk,Yellow,187.5684,166.0312,121.0742,-0.329642,5.068261
mock_06919,Monolayer,Light Blue,189.2207,204.2627,237.8672,-0.081734,0.359212
mock_06920,Bilayer,Blue,154.1924,179.3379,219.6484,-0.092447,0.675742
mock_06921,Monolayer,Light Blue,189.2285,203.749,237.5098,-0.028762,0.19068
mock_06922,Monolayer,Light Blue,189.2031,204.2168,237.8076,-0.057346,0.269601
mock_06923,Few Layers,Green,114.2549,169.5986,149.2236,-0.252012,2.242541
mock_06924,Few Layers,Green,114.3887,169.4131,149.623,-0.236918,2.234185
mock_06925,Bulk,Yellow,187.1133,165.4541,121.3311,-0.31497,4.894712
mock_06926,Bilayer,Blue,154.3525,179.4609,219.0605,-0.093707,0.560638
mock_06927,Bilayer,Blue,154.7939,179.1143,219.4082,-0.08656,0.57856
mock_06928,Bilayer,Blue,153.832,179.417,219.8135,-0.095969,0.725974
mock_06929,Bilayer,Blue,154.3291,180.3281,219.543,-0.097212,0.720262
mock_06930,Few Layers,Green,114.1582,169.6807,148.9961,-0.259766,2.220097
mock_06931,Trilayer,Purple-Blue,127.8232,147.2129,209.3438,-0.153051,0.928741
mock_06932,Trilayer,Purple-Blue,127.7988,147.4443,209.3047,-0.147674,0.768434
mock_06933,Bulk,Yellow,187.5771,165.2354,121.585,-0.303503,4.969895
mock_06934,Bilayer,Blue,154.4434,179.8691,219.7998,-0.109353,0.521284
mock_06935,Monolayer,Light Blue,189.7598,205.2139,237.0088,-0.048308,0.254592
mock_06936,Monolayer,Light Blue,189.3789,204.8418,237.5449,-0.028972,0.207765
mock_06937,Few Layers,Green,114.3193,169.083,149.7109,-0.22845,2.117025
mock_06938,Bulk,Yellow,186.9336,165.3242,121.5361,-0.340639,4.982088
mock_06939,Bilayer,Blue,154.9785,179.1016,219.9482,-0.09261,0.601098
mock_06940,Monolayer,Light Blue,189.7207,204.5508,237.6445,-0.049811,0.164461
mock_06941,Few Layers,Green,114.4121,169.6074,149.7568,-0.236246,2.144743
mock_06942,Bulk,Yellow,187.626,165.3857,121.624,-0.306368,5.048674
mock_06943,Trilayer,Purple-Blue,127.3438,147.583,209.3477,-0.173936,0.958082
mock_06944,Monolayer,Light Blue,189.6045,204.4727,237.6826,-0.037153,0.247071
mock_06945,Few Layers,Green,114.8643,169.751,149.6914,-0.244444,2.115353
mock_06946,Bilayer,Blue,154.6777,179.6934,219.6113,-0.119419,0.582752
mock_06947,Bulk,Yellow,187.0332,165.29,121.5488,-0.349099,5.026698
mock_06948,Bulk,Yellow,187.1582,165.6338,121.7959,-0.301791,4.926089
mock_06949,Trilayer,Purple-Blue,127.4092,147.418,209.7188,-0.161862,0.990295
mock_06950,Few Layers,Green,114.6465,169.5859,149.2773,-0.267623,2.066611
mock_06951,Few Layers,Green,114.6504,169.2383,149.4736,-0.214975,2.120144
mock_06952,Monolayer,Light Blue,189.3438,204.5654,237.1641,-0.048086,0.299365
mock_06953,Bilayer,Blue,154.7812,179.1221,219.6182,-0.118127,0.562523
mock_06954,Bulk,Yellow,187.8213,165.4023,121.3311,-0.321891,4.932157
mock_06955,Bilayer,Blue,154.7754,179.3018,219.5244,-0.068947,0.635859
mock_06956,Monolayer,Light Blue,189.7139,204.373,237.2295,-0.03662,0.313707
mock_06957,Trilayer,Purple-Blue,127.0645,147.5771,209.541,-0.174948,0.962129
mock_06958,Monolayer,Light Blue,190.0049,204.5205,237.5508,-0.061394,0.292629
mock_06959,Trilayer,Purple-Blue,127.5518,148.0049,210.1338,-0.16153,0.948925
mock_06960,Bulk,Yellow,187.8701,165.04,121.5488,-0.333041,4.992689
mock_06961,Bilayer,Blue,154.1709,179.0713,219.959,-0.086163,0.574278
mock_06962,Trilayer,Purple-Blue,127.5391,147.8799,209.5693,-0.167938,1.090256
mock_06963,Bilayer,Blue,154.7227,179.1729,219.6377,-0.098529,0.735053
mock_06964,Few Layers,Green,114.2666,169.9863,149.8457,-0.228825,2.118368
mock_06965,Bulk,Yellow,187.4941,165.6123,121.2773,-0.328898,5.016034
mock_06966,Few Layers,Green,114.5635,169.4424,149.2051,-0.230697,2.321647
mock_06967,Monolayer,Light Blue,189.0635,204.2549,237.1396,-0.050956,0.418758
mock_06968,Bilayer,Blue,154.248,179.9023,219.416,-0.098495,0.684168
mock_06969,Bilayer,Blue,153.6309,179.4004,219.5742,-0.11046,0.678454
mock_06970,Few Layers,Green,114.2988,169.4795,149.7168,-0.231972,2.1964
mock_06971,Bulk,Yellow,187.8037,165.6738,121.5459,-0.315226,4.887209
mock_06972,Few Layers,Green,114.1406,169.5703,149.6299,-0.237635,2.30085
mock_06973,Monolayer,Light Blue,189.5674,204.6182,237.625,-0.050391,0.40658
mock_06974,Trilayer,Purple-Blue,127.8008,147.6846,209.709,-0.154745,1.099979
mock_06975,Bulk,Yellow,187.8574,165.3301,120.9854,-0.320902,5.131774
mock_06976,Bilayer,Blue,154.624,179.5449,218.8936,-0.095145,0.74338
mock_06977,Trilayer,Purple-Blue,127.9463,147.5459,209.3066,-0.162034,1.084343
mock_06978,Bilayer,Blue,154.3691,180.1924,219.4697,-0.118972,0.666303
mock_06979,Few Layers,Green,114.7471,169.5273,149.5166,-0.229749,2.299995
mock_06980,Trilayer,Purple-Blue,127.7383,147.1748,209.4688,-0.160705,1.031306
mock_06981,Monolayer,Light Blue,189.3115,204.2529,237.6162,-0.055461,0.328277
mock_06982,Bulk,Yellow,187.625,165.6846,121.8008,-0.326199,5.013729
mock_06983,Bulk,Yellow,187.8193,165.6562,121.8096,-0.328641,5.093637
mock_06984,Bilayer,Blue,154.793,179.8057,219.3799,-0.101131,0.784295
mock_06985,Bilayer,Blue,154.3584,179.3525,219.04,-0.062132,0.845248
mock_06986,Monolayer,Light Blue,189.8584,204.4131,237.4453,-0.039063,0.503978
mock_06987,Few Layers,Green,114.9336,169.7344,149.3984,-0.244499,2.261771
mock_06988,Bilayer,Blue,154.9902,179.3389,219.7725,-0.067557,0.608676
mock_06989,Few Layers,Green,113.9502,169.3477,149.8027,-0.244817,2.231741
mock_06990,Bilayer,Blue,154.5713,179.6221,219.3086,-0.096368,0.766374
mock_06991,Few Layers,Green,114.4365,169.8809,149.6455,-0.238936,2.097976
mock_06992,Monolayer,Light Blue,189.8574,204.7461,237.4551,-0.044041,0.212446
mock_06993,Bulk,Yellow,187.6123,165.4824,121.9707,-0.317606,5.01858
mock_06994,Bilayer,Blue,154.3662,179.5781,220.1738,-0.100633,0.777343
mock_06995,Bulk,Yellow,187.3311,165.4424,121.3018,-0.319399,4.933643
mock_06996,Monolayer,Light Blue,189.3809,204.2881,237.5156,-0.03698,0.366301
mock_06997,Few Layers,Green,114.9082,169.8291,149.8457,-0.22198,2.245487
mock_06998,Monolayer,Light Blue,189.5029,204.3125,237.3916,-0.030104,0.329688
mock_06999,Few Layers,Green,114.3271,169.4434,149.9805,-0.188109,2.267033
mock_07000,Monolayer,Light Blue,189.9248,204.2617,237.248,-0.051609,0.235957
mock_07001,Bilayer,Blue,154.8291,179.2686,219.1348,-0.109498,0.762299
mock_07002,Trilayer,Purple-Blue,127.6035,147.6113,209.8076,-0.17107,1.052035
mock_07003,Bilayer,Blue,154.5078,179.2656,219.834,-0.094935,0.65422
mock_07004,Few Layers,Green,114.708,169.4688,149.6904,-0.262361,2.248804
mock_07005,Monolayer,Light Blue,189.9404,204.8301,237.165,-0.084522,0.383896
mock_07006,Monolayer,Light Blue,189.459,204.0674,237.5547,-0.054425,0.333339
mock_07007,Few Layers,Green,114.7305,169.2676,149.25,-0.238074,2.133104
mock_07008,Trilayer,Purple-Blue,127.4316,147.9922,209.1484,-0.137533,0.780052
mock_07009,Bilayer,Blue,154.6533,179.8389,219.4961,-0.112378,0.946923
mock_07010,Bilayer,Blue,154.2178,179.6475,219.3164,-0.12594,0.522666
mock_07011,Bulk,Yellow,187.625,165.4004,121.6924,-0.321754,4.864897
mock_07012,Monolayer,Light Blue,189.792,204.0947,237.666,-0.037047,0.480134
mock_07013,Trilayer,Purple-Blue,127.9863,147.7158,209.6562,-0.156924,0.969732
mock_07014,Few Layers,Green,114.7754,169.3174,149.3174,-0.230793,2.220806
mock_07015,Trilayer,Purple-Blue,127.4082,147.3252,209.8564,-0.166205,0.954438
mock_07016,Bulk,Yellow,187.8145,165.5469,121.5078,-0.300471,5.007392
mock_07017,Bilayer,Blue,154.5635,179.2646,219.2871,-0.113147,0.744257
mock_07018,Trilayer,Purple-Blue,127.7803,147.1455,209.5674,-0.145953,1.000008
mock_07019,Trilayer,Purple-Blue,127.4199,147.3262,209.6807,-0.179159,1.068465
mock_07020,Trilayer,Purple-Blue,127.2148,147.1621,209.5137,-0.154314,1.069825
mock_07021,Monolayer,Light Blue,189.5986,204.4316,237.2549,-0.032758,0.426746
mock_07022,Bilayer,Blue,154.6582,179.6289,219.7969,-0.092588,0.672193
mock_07023,Bilayer,Blue,154.6006,179.6104,219.7432,-0.083419,0.596602
mock_07024,Few Layers,Green,114.4268,169.3477,149.6904,-0.249533,2.220408
mock_07025,Few Layers,Green,114.6963,169.4385,149.333,-0.246672,2.200569
mock_07026,Few Layers,Green,114.7793,169.96,149.0703,-0.241109,2.320405
mock_07027,Bilayer,Blue,154.1992,178.9902,219.5352,-0.087437,0.600991
mock_07028,Few Layers,Green,114.5352,169.5186,149.9502,-0.227042,2.271242
mock_07029,Monolayer,Light Blue,189.3682,204.2666,237.0039,-0.040045,0.353511
mock_07030,Bulk,Yellow,187.5049,165.5195,121.1211,-0.324326,5.083206
mock_07031,Bilayer,Blue,154.5098,179.1953,219.5889,-0.110767,0.659691
mock_07032,Few Layers,Green,114.3564,169.1885,149.6406,-0.2452,2.301938
mock_07033,Bilayer,Blue,154.8584,179.0723,219.293,-0.093896,0.745596
mock_07034,Monolayer,Light Blue,189.4961,204.6104,237.2861,-0.065166,0.326103
mock_07035,Trilayer,Purple-Blue,127.626,147.7793,209.6543,-0.151369,1.033882
mock_07036,Bulk,Yellow,187.665,165.3877,121.5029,-0.331678,5.054912
mock_07037,Bulk,Yellow,187.1865,165.1807,121.8848,-0.324458,5.023935
mock_07038,Trilayer,Purple-Blue,127.5967,147.4785,209.5381,-0.152077,1.156974
mock_07039,Bilayer,Blue,154.5664,179.5527,219.8252,-0.078044,0.706123
mock_07040,Monolayer,Light Blue,189.4658,204.4648,237.0283,-0.037927,0.510196
mock_07041,Few Layers,Green,114.3389,169.1074,149.6719,-0.23168,2.286825
mock_07042,Trilayer,Purple-Blue,127.5234,147.6318,209.4365,-0.167973,1.104489
mock_07043,Bilayer,Blue,154.5293,179.4629,219.0938,-0.120092,0.672089
mock_07044,Monolayer,Light Blue,189.4395,204.3125,237.7178,-0.045921,0.355346
mock_07045,Few Layers,Green,114.4209,168.9375,149.1865,-0.231512,2.121556
mock_07046,Few Layers,Green,114.0752,169.6484,149.6377,-0.217437,2.236251
mock_07047,Bilayer,Blue,154.4639,179.918,219.793,-0.099735,0.603127
mock_07048,Monolayer,Light Blue,189.4082,204.4551,237.3135,-0.049204,0.199183
mock_07049,Few Layers,Green,114.4307,169.123,149.791,-0.243405,2.240047
mock_07050,Bilayer,Blue,154.6533,179.6738,219.8037,-0.111218,0.632732
mock_07051,Bilayer,Blue,154.7363,179.2861,219.7998,-0.095962,0.625695
mock_07052,Trilayer,Purple-Blue,127.6016,147.4941,209.3154,-0.149671,0.917249
mock_07053,Few Layers,Green,114.3271,169.3545,149.1846,-0.238508,2.141272
mock_07054,Bilayer,Blue,154.4355,179.374,219.4141,-0.115035,0.694135
mock_07055,Few Layers,Green,114.3057,169.6221,149.2344,-0.246338,2.131942
mock_07056,Trilayer,Purple-Blue,126.9238,147.4102,209.6172,-0.168929,1.012619
mock_07057,Few Layers,Green,114.0801,169.71,149.708,-0.226974,2.221708
mock_07058,Bilayer,Blue,154.6045,179.5684,219.3125,-0.124466,0.716117
mock_07059,Bilayer,Blue,154.3193,179.6787,219.6367,-0.113971,0.662113
mock_07060,Trilayer,Purple-Blue,127.3428,147.7607,209.4746,-0.16899,0.944929
mock_07061,Bilayer,Blue,154.2002,179.834,219.585,-0.090538,0.634136
mock_07062,Few Layers,Green,114.6553,169.3555,149.8164,-0.246505,2.213967
mock_07063,Bulk,Yellow,187.3516,165.5879,121.4492,-0.336855,5.112232
mock_07064,Monolayer,Light Blue,189.4678,204.1064,237.1777,-0.05247,0.410827
mock_07065,Monolayer,Light Blue,189.2344,204.5889,237.4824,-0.046847,0.284411
mock_07066,Few Layers,Green,114.6797,169.5264,149.6016,-0.218059,2.171853
mock_07067,Monolayer,Light Blue,189.7051,204.3682,237.5283,-0.039041,0.37228
mock_07068,Monolayer,Light Blue,189.3057,204.3262,237.6064,-0.044184,0.415841
mock_07069,Few Layers,Green,114.2324,169.4189,149.3301,-0.260648,2.067295
mock_07070,Bulk,Yellow,187.293,166.0752,121.5527,-0.335324,4.979375
mock_07071,Trilayer,Purple-Blue,127.4775,147.5283,209.1387,-0.176556,1.034828
mock_07072,Trilayer,Purple-Blue,127.5137,147.5186,209.2227,-0.164301,1.006469
mock_07073,Bulk,Yellow,187.1973,165.1045,121.5293,-0.319123,4.876
mock_07074,Trilayer,Purple-Blue,127.6025,147.1641,209.3359,-0.145052,1.08258
mock_07075,Bilayer,Blue,154.3984,179.374,219.2246,-0.075585,0.658645
mock_07076,Monolayer,Light Blue,189.8662,204.5547,237.1396,-0.043197,0.345348
mock_07077,Monolayer,Light Blue,189.3906,204.1885,237.1768,-0.089889,0.194215
mock_07078,Trilayer,Purple-Blue,127.4111,147.4492,208.8047,-0.157649,0.890731
mock_07079,Bilayer,Blue,154.6992,179.6885,219.1729,-0.113792,0.748995
mock_07080,Bilayer,Blue,154.6367,179.5312,218.9717,-0.116656,0.486136
mock_07081,Bulk,Yellow,187.5078,165.2432,121.0957,-0.33374,5.000108
mock_07082,Bilayer,Blue,154.8604,179.4521,219.749,-0.103213,0.733758
mock_07083,Trilayer,Purple-Blue,127.4463,147.5127,209.5293,-0.180517,0.941381
mock_07084,Bilayer,Blue,154.5957,179.3994,219.1934,-0.089903,0.554367
mock_07085,Bilayer,Blue,154.9375,178.9395,219.3271,-0.07464,0.614863
mock_07086,Few Layers,Green,114.4531,169.5566,149.3926,-0.247464,2.158098
mock_07087,Bulk,Yellow,187.7373,164.9424,121.5527,-0.328663,5.020804
mock_07088,Trilayer,Purple-Blue,127.3398,147.5459,209.1738,-0.15253,1.098749
mock_07089,Bilayer,Blue,154.9561,179.7061,219.4658,-0.106849,0.716273
mock_07090,Bulk,Yellow,187.3516,165.5596,121.8545,-0.337922,4.835909
mock_07091,Bulk,Yellow,187.8008,165.2725,121.6582,-0.308697,5.00922
mock_07092,Bulk,Yellow,187.2139,165.4346,121.4482,-0.353473,5.050397
mock_07093,Trilayer,Purple-Blue,128.123,147.7119,209.2783,-0.153248,1.015763
mock_07094,Monolayer,Light Blue,189.3838,204.4756,237.4893,-0.051012,0.340433
mock_07095,Few Layers,Green,114.415,169.5801,149.2617,-0.224168,2.08421
mock_07096,Few Layers,Green,113.957,169.3916,149.4355,-0.256498,2.134759
mock_07097,Trilayer,Purple-Blue,127.7334,147.293,209.6758,-0.142447,1.077838
mock_07098,Bilayer,Blue,154.6748,179.4805,219.8975,-0.104148,0.60648
mock_07099,Trilayer,Purple-Blue,127.1211,147.6953,209.2129,-0.155327,0.908865
mock_07100,Monolayer,Light Blue,189.5732,204.498,237.0781,-0.058972,0.370832
mock_07101,Few Layers,Green,114.5537,169.3232,149.0781,-0.249381,2.141322
mock_07102,Few Layers,Green,114.582,169.375,149.3535,-0.256997,2.303793
mock_07103,Trilayer,Purple-Blue,127.2354,147.3936,209.6953,-0.171792,0.888095
mock_07104,Bilayer,Blue,154.5898,179.5234,219.4287,-0.097617,0.630106
mock_07105,Trilayer,Purple-Blue,127.4326,147.7256,209.6543,-0.18671,1.002187
mock_07106,Few Layers,Green,114.6094,169.5332,149.4434,-0.22427,2.13764
mock_07107,Bilayer,Blue,154.7344,179.1611,219.2559,-0.114912,0.773926
mock_07108,Trilayer,Purple-Blue,127.415,147.6318,209.877,-0.149859,0.88343
mock_07109,Monolayer,Light Blue,189.6924,204.2939,237.5664,-0.047131,0.237928
mock_07110,Trilayer,Purple-Blue,127.415,147.3135,209.0361,-0.183339,1.052134
mock_07111,Trilayer,Purple-Blue,127.4648,147.4268,209.5156,-0.17238,0.978052
mock_07112,Monolayer,Light Blue,189.5283,204.1807,237.0332,-0.033564,0.392899
mock_07113,Bilayer,Blue,154.1748,179.8916,219.5088,-0.091305,0.696055
mock_07114,Monolayer,Light Blue,189.5371,204.6436,237.6045,-0.057493,0.236894
mock_07115,Monolayer,Light Blue,189.6514,204.7744,237.6318,-0.067081,0.292156
mock_07116,Trilayer,Purple-Blue,127.9355,147.7676,209.3408,-0.15781,1.074045
mock_07117,Monolayer,Light Blue,189.1201,204.2119,237.3057,-0.045731,0.437633
mock_07118,Bilayer,Blue,154.293,179.1699,219.3174,-0.118463,0.613257
mock_07119,Few Layers,Green,114.4541,169.5312,150.2832,-0.234586,2.178687
mock_07120,Few Layers,Green,114.249,169.1377,149.5693,-0.247762,2.289072
mock_07121,Bilayer,Blue,154.3779,179.8008,219.6758,-0.084541,0.818689
mock_07122,Trilayer,Purple-Blue,127.3369,147.3857,209.4229,-0.174662,1.082393
mock_07123,Monolayer,Light Blue,189.3701,204.6436,237.1992,-0.039491,0.38202
mock_07124,Few Layers,Green,114.7285,168.9639,149.6621,-0.221317,2.212169
mock_07125,Monolayer,Light Blue,189.918,204.1055,237.4355,-0.061889,0.329106
mock_07126,Bilayer,Blue,154.7158,179.2412,219.6191,-0.100831,0.767743
mock_07127,Monolayer,Light Blue,189.4375,204.6572,237.3428,-0.06676,0.383213
mock_07128,Bulk,Yellow,187.4785,165.7871,121.2578,-0.319411,5.038159
mock_07129,Monolayer,Light Blue,189.292,204.2949,237.3008,-0.06944,0.371987
mock_07130,Few Layers,Green,114.7949,169.5918,149.5361,-0.246754,2.210016
mock_07131,Bulk,Yellow,187.3984,165.4004,121.5098,-0.327182,5.013523
mock_07132,Bilayer,Blue,154.7979,179.4297,219.3965,-0.091691,0.819861
mock_07133,Few Layers,Green,115.2412,169.4463,149.6777,-0.219386,2.16062
mock_07134,Bilayer,Blue,154.5176,179.4629,219.5742,-0.073701,0.74554
mock_07135,Bulk,Yellow,187.4512,165.4502,121.0176,-0.305595,4.980844
mock_07136,Monolayer,Light Blue,189.3447,204.6094,237.9082,-0.088499,0.361013
mock_07137,Trilayer,Purple-Blue,127.6572,147.7568,209.0312,-0.159244,1.080421
mock_07138,Bilayer,Blue,154.1377,179.3594,219.6689,-0.100244,0.701242
mock_07139,Monolayer,Light Blue,189.5195,204.4033,237.2949,-0.033295,0.406274
mock_07140,Trilayer,Purple-Blue,127.5498,147.2656,209.082,-0.153067,0.845965
mock_07141,Monolayer,Light Blue,189.8711,204.8301,237.502,-0.054796,0.239239
mock_07142,Bilayer,Blue,154.5146,179.5342,219.3818,-0.091171,0.681639
mock_07143,Trilayer,Purple-Blue,127.4336,147.4531,209.6045,-0.147742,0.977191
mock_07144,Monolayer,Light Blue,189.793,204.5381,237.5381,-0.052105,0.341671
mock_07145,Monolayer,Light Blue,189.6436,204.5137,237.4863,-0.042652,0.316598
mock_07146,Bulk,Yellow,187.71,165.5283,121.4512,-0.32148,4.878483
mock_07147,Trilayer,Purple-Blue,127.6123,147.0107,209.5205,-0.15586,0.932252
mock_07148,Trilayer,Purple-Blue,127.627,147.4521,209.8096,-0.183824,1.141427
mock_07149,Trilayer,Purple-Blue,127.6221,147.2129,209.2578,-0.15377,1.151595
mock_07150,Bulk,Yellow,187.2275,165.1299,121.4141,-0.329505,5.147717
mock_07151,Bilayer,Blue,154.6309,179.1201,219.0654,-0.116906,0.634932
mock_07152,Few Layers,Green,114.4648,169.2002,149.165,-0.238123,2.095485
mock_07153,Bulk,Yellow,187.8721,165.5654,121.3691,-0.311184,5.046762
mock_07154,Few Layers,Green,114.0107,169.3564,149.2607,-0.252098,2.335107
mock_07155,Bulk,Yellow,187.6416,165.1592,121.4893,-0.310372,5.108554
mock_07156,Monolayer,Light Blue,189.7402,204.1689,237.1484,-0.050934,0.305178
mock_07157,Bilayer,Blue,154.7725,179.1875,219.3369,-0.102743,0.64349
mock_07158,Bilayer,Blue,154.877,179.0176,219.4541,-0.082476,0.744947
mock_07159,Trilayer,Purple-Blue,127.4336,147.7383,210.0146,-0.183805,1.207339
mock_07160,Bulk,Yellow,187.6299,165.5811,122.2412,-0.305694,5.048454
mock_07161,Trilayer,Purple-Blue,127.8848,147.2109,209.748,-0.141608,1.1073
mock_07162,Few Layers,Green,114.3252,169.6523,149.7334,-0.237672,2.0799
mock_07163,Trilayer,Purple-Blue,127.5928,147.1494,209.5977,-0.153558,0.915063
mock_07164,Few Layers,Green,114.6465,169.7119,149.6182,-0.25258,2.216595
mock_07165,Monolayer,Light Blue,189.2012,204.6494,237.3594,-0.047581,0.289771
mock_07166,Few Layers,Green,114.1797,169.3467,149.4727,-0.232003,2.15291
mock_07167,Monolayer,Light Blue,189.5459,204.4199,237.416,-0.045617,0.420714
mock_07168,Few Layers,Green,114.4424,169.627,149.7217,-0.204378,2.057188
mock_07169,Bilayer,Blue,154.6123,179.7217,219.4609,-0.09877,0.639718
mock_07170,Bilayer,Blue,154.2715,179.5264,219.6211,-0.075482,0.561465
mock_07171,Bilayer,Blue,154.5156,179.9551,219.5293,-0.06502,0.623648
mock_07172,Bilayer,Blue,154.7979,179.46,219.3271,-0.106261,0.590683
mock_07173,Trilayer,Purple-Blue,127.4648,147.4727,209.1797,-0.160141,0.903838
mock_07174,Bilayer,Blue,154.3906,179.623,219.5352,-0.088473,0.727725
mock_07175,Trilayer,Purple-Blue,127.9258,147.7666,209.5137,-0.193585,1.015098
mock_07176,Trilayer,Purple-Blue,127.7695,147.3623,209.5605,-0.18609,0.957581
mock_07177,Bulk,Yellow,187.7734,166.042,121.498,-0.308432,4.827433
mock_07178,Bulk,Yellow,187.6221,165.5479,121.166,-0.322999,4.992306
mock_07179,Monolayer,Light Blue,189.1406,204.4922,237.4834,-0.041528,0.191123
mock_07180,Trilayer,Purple-Blue,127.3389,147.2793,209.5361,-0.144635,1.002926
mock_07181,Monolayer,Light Blue,189.0938,204.5918,237.5537,-0.056116,0.258688
mock_07182,Few Layers,Green,114.3428,169.1064,149.4863,-0.198097,2.137252
mock_07183,Trilayer,Purple-Blue,127.457,147.7021,209.7217,-0.131715,1.048474
mock_07184,Trilayer,Purple-Blue,127.5576,147.2197,209.9131,-0.177389,1.05015
mock_07185,Trilayer,Purple-Blue,127.1875,147.5244,209.5576,-0.153276,0.88167
mock_07186,Trilayer,Purple-Blue,127.6074,147.4512,209.2422,-0.177257,0.978358
mock_07187,Bilayer,Blue,154.4346,179.6455,219.6484,-0.093539,0.820682
mock_07188,Few Layers,Green,114.9375,169.5293,149.96,-0.221548,2.183897
mock_07189,Monolayer,Light Blue,189.1133,204.7139,237.0908,-0.087129,0.30023
mock_07190,Trilayer,Purple-Blue,127.3379,147.4082,209.7939,-0.150846,1.065462
mock_07191,Trilayer,Purple-Blue,127.2256,147.9395,209.0625,-0.117242,1.109694
mock_07192,Bilayer,Blue,154.5586,179.7031,219.3691,-0.093688,0.517945
mock_07193,Monolayer,Light Blue,189.4502,204.2422,237.5908,-0.049088,0.361541
mock_07194,Trilayer,Purple-Blue,127.4883,147.501,209.791,-0.173116,1.086386
mock_07195,Few Layers,Green,114.9854,169.1504,149.7734,-0.239258,2.125459
mock_07196,Bilayer,Blue,154.3486,179.9297,219.7256,-0.123534,0.603135
mock_07197,Monolayer,Light Blue,189.3594,204.5791,237.4697,-0.057243,0.235321
mock_07198,Monolayer,Light Blue,189.4404,204.5264,237.0723,-0.029209,0.328087
mock_07199,Trilayer,Purple-Blue,127.4834,147.7451,209.375,-0.17939,1.023531
mock_07200,Trilayer,Purple-Blue,127.2842,147.876,209.3584,-0.150954,1.073603
mock_07201,Bilayer,Blue,154.4502,179.3037,219.5967,-0.069336,0.611766
mock_07202,Monolayer,Light Blue,189.1143,204.4062,237.7246,-0.037307,0.385439
mock_07203,Trilayer,Purple-Blue,127.5039,147.8135,209.3789,-0.147351,1.020573
mock_07204,Bilayer,Blue,154.5918,179.3408,219.2617,-0.096519,0.771663
mock_07205,Bulk,Yellow,187.4688,165.6963,121.3037,-0.317484,5.005304
